127.0.0.1 - - [20/Oct/2017:11:36:37 +0530] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [20/Oct/2017:12:35:47 +0530] "GET /onlineshopping/resources/images/pre-loader.gif HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [20/Oct/2017:12:36:08 +0530] "POST /onlineshopping/membership?execution=e1s3 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2017:12:36:08 +0530] "GET /onlineshopping/membership?execution=e1s4 HTTP/1.1" 200 4429
0:0:0:0:0:0:0:1 - - [20/Oct/2017:12:36:09 +0530] "GET /onlineshopping/resources/images/pre-loader.gif HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [20/Oct/2017:12:36:12 +0530] "GET /onlineshopping/membership?execution=e1s4&_eventId_submit HTTP/1.1" 200 3350
0:0:0:0:0:0:0:1 - - [20/Oct/2017:12:36:12 +0530] "GET /onlineshopping/resources/images/pre-loader.gif HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [20/Oct/2017:12:36:14 +0530] "GET /onlineshopping/login HTTP/1.1" 200 4016
0:0:0:0:0:0:0:1 - - [20/Oct/2017:12:36:23 +0530] "POST /onlineshopping/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2017:12:36:23 +0530] "GET /onlineshopping/ HTTP/1.1" 200 11818
0:0:0:0:0:0:0:1 - - [20/Oct/2017:12:36:23 +0530] "GET /onlineshopping/resources/images/i1.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [20/Oct/2017:12:36:23 +0530] "GET /onlineshopping/resources/images/pre-loader.gif HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [20/Oct/2017:12:36:30 +0530] "GET /onlineshopping/show/all/products HTTP/1.1" 200 7686
0:0:0:0:0:0:0:1 - - [20/Oct/2017:12:36:30 +0530] "GET /onlineshopping/resources/images/pre-loader.gif HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [20/Oct/2017:12:36:30 +0530] "GET /onlineshopping/json/data/all/products?_=1508483190361 HTTP/1.1" 200 1220
0:0:0:0:0:0:0:1 - - [20/Oct/2017:12:36:30 +0530] "GET /onlineshopping/resources/images/PRDE5751E1A7C.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [20/Oct/2017:12:36:30 +0530] "GET /onlineshopping/resources/images/PRD01CBEA31B7.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [20/Oct/2017:12:36:30 +0530] "GET /onlineshopping/resources/images/PRDEF3FBBDD34.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [20/Oct/2017:12:36:30 +0530] "GET /onlineshopping/resources/images/PRDF0DF376031.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [20/Oct/2017:12:36:30 +0530] "GET /onlineshopping/resources/images/PRD89B425440D.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [20/Oct/2017:12:36:30 +0530] "GET /onlineshopping/resources/images/PRD3FC9DD2A00.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [20/Oct/2017:12:38:27 +0530] "GET /onlineshopping/cart/add/11/product HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2017:12:38:27 +0530] "GET /onlineshopping/cart/show?result=added HTTP/1.1" 200 8418
0:0:0:0:0:0:0:1 - - [20/Oct/2017:12:38:27 +0530] "GET /onlineshopping/resources/images/PRD89B425440D.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [20/Oct/2017:12:38:27 +0530] "GET /onlineshopping/resources/images/pre-loader.gif HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [20/Oct/2017:12:38:30 +0530] "GET /onlineshopping/cart/validate HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2017:12:38:31 +0530] "GET /onlineshopping/cart/checkout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2017:12:38:31 +0530] "GET /onlineshopping/cart/checkout?execution=e2s1 HTTP/1.1" 200 6365
0:0:0:0:0:0:0:1 - - [20/Oct/2017:12:38:31 +0530] "GET /onlineshopping/resources/images/pre-loader.gif HTTP/1.1" 404 992
